customer_id,first_name,last_name,email,city,signup_date
125,Customer_125,Lastname_125,customer125@example.com,Houston,2022-12-09
126,Customer_126,Lastname_126,customer126@example.com,New York,2022-11-30
127,Customer_127,Lastname_127,customer127@example.com,Houston,2022-05-01
128,Customer_128,Lastname_128,customer128@example.com,Phoenix,2022-02-12
129,Customer_129,Lastname_129,customer129@example.com,Los Angeles,2022-07-26
130,Customer_130,Lastname_130,customer130@example.com,Los Angeles,2022-11-26
131,Customer_131,Lastname_131,customer131@example.com,Chicago,2022-08-27
132,Customer_132,Lastname_132,customer132@example.com,Phoenix,2022-05-29
133,Customer_133,Lastname_133,customer133@example.com,New York,2022-05-04
134,Customer_134,Lastname_134,customer134@example.com,Phoenix,2022-10-02
135,Customer_135,Lastname_135,customer135@example.com,New York,2022-04-05
136,Customer_136,Lastname_136,customer136@example.com,Chicago,2022-08-12
137,Customer_137,Lastname_137,customer137@example.com,New York,2022-08-29
138,Customer_138,Lastname_138,customer138@example.com,Phoenix,2022-05-16
139,Customer_139,Lastname_139,customer139@example.com,Los Angeles,2022-08-27
140,Customer_140,Lastname_140,customer140@example.com,Chicago,2022-04-15
141,Customer_141,Lastname_141,customer141@example.com,Houston,2022-07-23
142,Customer_142,Lastname_142,customer142@example.com,Los Angeles,2022-10-03
143,Customer_143,Lastname_143,customer143@example.com,New York,2022-07-16
144,Customer_144,Lastname_144,customer144@example.com,Phoenix,2022-09-18
145,Customer_145,Lastname_145,customer145@example.com,Chicago,2022-01-22
146,Customer_146,Lastname_146,customer146@example.com,Phoenix,2022-09-11
147,Customer_147,Lastname_147,customer147@example.com,Houston,2022-08-11
148,Customer_148,Lastname_148,customer148@example.com,New York,2022-02-14
149,Customer_149,Lastname_149,customer149@example.com,Phoenix,2022-11-29
150,Customer_150,Lastname_150,customer150@example.com,Los Angeles,2022-12-30
151,Customer_151,Lastname_151,customer151@example.com,New York,2022-05-16
152,Customer_152,Lastname_152,customer152@example.com,Houston,2022-11-05
153,Customer_153,Lastname_153,customer153@example.com,New York,2022-08-29
154,Customer_154,Lastname_154,customer154@example.com,Houston,2022-07-10
155,Customer_155,Lastname_155,customer155@example.com,Los Angeles,2022-06-05
156,Customer_156,Lastname_156,customer156@example.com,Chicago,2022-04-20
157,Customer_157,Lastname_157,customer157@example.com,Phoenix,2022-07-21
158,Customer_158,Lastname_158,customer158@example.com,Los Angeles,2022-07-28
159,Customer_159,Lastname_159,customer159@example.com,New York,2022-06-21
160,Customer_160,Lastname_160,customer160@example.com,Phoenix,2022-10-23
161,Customer_161,Lastname_161,customer161@example.com,Phoenix,2022-04-11
162,Customer_162,Lastname_162,customer162@example.com,New York,2022-07-19
163,Customer_163,Lastname_163,customer163@example.com,Los Angeles,2022-01-01
164,Customer_164,Lastname_164,customer164@example.com,Phoenix,2022-08-23
165,Customer_165,Lastname_165,customer165@example.com,Phoenix,2022-05-19
166,Customer_166,Lastname_166,customer166@example.com,Los Angeles,2022-04-19
167,Customer_167,Lastname_167,customer167@example.com,Phoenix,2022-04-05
168,Customer_168,Lastname_168,customer168@example.com,New York,2022-08-28
169,Customer_169,Lastname_169,customer169@example.com,Phoenix,2022-12-07
170,Customer_170,Lastname_170,customer170@example.com,New York,2022-08-10
171,Customer_171,Lastname_171,customer171@example.com,New York,2022-10-15
172,Customer_172,Lastname_172,customer172@example.com,Houston,2022-01-03
173,Customer_173,Lastname_173,customer173@example.com,Los Angeles,2022-11-28
174,Customer_174,Lastname_174,customer174@example.com,Chicago,2022-06-17
175,Customer_175,Lastname_175,customer175@example.com,Houston,2022-03-05
176,Customer_176,Lastname_176,customer176@example.com,Houston,2022-07-12
177,Customer_177,Lastname_177,customer177@example.com,Chicago,2022-05-10
178,Customer_178,Lastname_178,customer178@example.com,New York,2022-05-14
179,Customer_179,Lastname_179,customer179@example.com,Houston,2022-01-15
180,Customer_180,Lastname_180,customer180@example.com,Los Angeles,2022-08-03
181,Customer_181,Lastname_181,customer181@example.com,Phoenix,2022-08-13
182,Customer_182,Lastname_182,customer182@example.com,Houston,2022-04-12
183,Customer_183,Lastname_183,customer183@example.com,Chicago,2022-11-14
184,Customer_184,Lastname_184,customer184@example.com,New York,2022-02-04
185,Customer_185,Lastname_185,customer185@example.com,Los Angeles,2022-11-03
186,Customer_186,Lastname_186,customer186@example.com,New York,2022-08-08
187,Customer_187,Lastname_187,customer187@example.com,Houston,2022-10-20
188,Customer_188,Lastname_188,customer188@example.com,Houston,2022-12-19
189,Customer_189,Lastname_189,customer189@example.com,Chicago,2022-10-10
190,Customer_190,Lastname_190,customer190@example.com,Los Angeles,2022-11-26
191,Customer_191,Lastname_191,customer191@example.com,Los Angeles,2022-12-12
192,Customer_192,Lastname_192,customer192@example.com,Los Angeles,2022-01-09
193,Customer_193,Lastname_193,customer193@example.com,Chicago,2022-09-30
194,Customer_194,Lastname_194,customer194@example.com,New York,2022-08-13
195,Customer_195,Lastname_195,customer195@example.com,Phoenix,2022-12-29
196,Customer_196,Lastname_196,customer196@example.com,Chicago,2022-08-26
197,Customer_197,Lastname_197,customer197@example.com,New York,2022-07-19
198,Customer_198,Lastname_198,customer198@example.com,Los Angeles,2022-08-18
199,Customer_199,Lastname_199,customer199@example.com,Chicago,2022-03-02
200,Customer_200,Lastname_200,customer200@example.com,Chicago,2022-06-11
201,Customer_201,Lastname_201,customer201@example.com,Houston,2022-09-27
202,Customer_202,Lastname_202,customer202@example.com,Chicago,2022-12-27
203,Customer_203,Lastname_203,customer203@example.com,Los Angeles,2022-08-26
204,Customer_204,Lastname_204,customer204@example.com,Los Angeles,2022-06-01
205,Customer_205,Lastname_205,customer205@example.com,Houston,2022-07-09
206,Customer_206,Lastname_206,customer206@example.com,Phoenix,2022-04-27
207,Customer_207,Lastname_207,customer207@example.com,Phoenix,2022-04-06
208,Customer_208,Lastname_208,customer208@example.com,Houston,2022-06-10
209,Customer_209,Lastname_209,customer209@example.com,Houston,2022-08-23
210,Customer_210,Lastname_210,customer210@example.com,Houston,2022-08-27
211,Customer_211,Lastname_211,customer211@example.com,Phoenix,2022-06-29
212,Customer_212,Lastname_212,customer212@example.com,Phoenix,2022-05-09
213,Customer_213,Lastname_213,customer213@example.com,Chicago,2022-06-08
214,Customer_214,Lastname_214,customer214@example.com,Phoenix,2022-12-18
215,Customer_215,Lastname_215,customer215@example.com,Phoenix,2022-08-24
216,Customer_216,Lastname_216,customer216@example.com,Phoenix,2022-02-12
217,Customer_217,Lastname_217,customer217@example.com,Phoenix,2022-08-29
218,Customer_218,Lastname_218,customer218@example.com,Houston,2022-05-18
219,Customer_219,Lastname_219,customer219@example.com,Los Angeles,2022-02-27
220,Customer_220,Lastname_220,customer220@example.com,Houston,2022-05-28
221,Customer_221,Lastname_221,customer221@example.com,Los Angeles,2022-12-14
222,Customer_222,Lastname_222,customer222@example.com,Los Angeles,2022-11-11
223,Customer_223,Lastname_223,customer223@example.com,Los Angeles,2022-10-08
224,Customer_224,Lastname_224,customer224@example.com,Phoenix,2022-02-19
225,Customer_225,Lastname_225,customer225@example.com,Chicago,2022-07-02
226,Customer_226,Lastname_226,customer226@example.com,Phoenix,2022-06-25
227,Customer_227,Lastname_227,customer227@example.com,Los Angeles,2022-08-09
228,Customer_228,Lastname_228,customer228@example.com,New York,2022-05-02
229,Customer_229,Lastname_229,customer229@example.com,Chicago,2022-02-17
230,Customer_230,Lastname_230,customer230@example.com,Los Angeles,2022-04-29
231,Customer_231,Lastname_231,customer231@example.com,Los Angeles,2022-09-04
232,Customer_232,Lastname_232,customer232@example.com,Chicago,2022-07-13
233,Customer_233,Lastname_233,customer233@example.com,Los Angeles,2022-08-07
234,Customer_234,Lastname_234,customer234@example.com,Los Angeles,2022-06-01
235,Customer_235,Lastname_235,customer235@example.com,Chicago,2022-06-08
236,Customer_236,Lastname_236,customer236@example.com,New York,2022-03-13
237,Customer_237,Lastname_237,customer237@example.com,Phoenix,2022-05-23
238,Customer_238,Lastname_238,customer238@example.com,Chicago,2022-10-17
239,Customer_239,Lastname_239,customer239@example.com,Chicago,2022-07-21
240,Customer_240,Lastname_240,customer240@example.com,Chicago,2022-06-25
241,Customer_241,Lastname_241,customer241@example.com,Phoenix,2022-09-11
242,Customer_242,Lastname_242,customer242@example.com,Phoenix,2022-08-09
243,Customer_243,Lastname_243,customer243@example.com,Phoenix,2022-06-27
244,Customer_244,Lastname_244,customer244@example.com,Phoenix,2022-07-18
245,Customer_245,Lastname_245,customer245@example.com,Phoenix,2022-06-18
246,Customer_246,Lastname_246,customer246@example.com,Los Angeles,2022-11-04
247,Customer_247,Lastname_247,customer247@example.com,Chicago,2022-09-27
248,Customer_248,Lastname_248,customer248@example.com,Phoenix,2022-08-29
249,Customer_249,Lastname_249,customer249@example.com,Phoenix,2022-07-26
250,Customer_250,Lastname_250,customer250@example.com,Chicago,2022-03-13
251,Customer_251,Lastname_251,customer251@example.com,Phoenix,2022-01-19
252,Customer_252,Lastname_252,customer252@example.com,Chicago,2022-09-05
253,Customer_253,Lastname_253,customer253@example.com,Chicago,2022-08-10
254,Customer_254,Lastname_254,customer254@example.com,Los Angeles,2022-01-01
255,Customer_255,Lastname_255,customer255@example.com,New York,2022-01-12
256,Customer_256,Lastname_256,customer256@example.com,New York,2022-05-09
257,Customer_257,Lastname_257,customer257@example.com,Chicago,2022-02-27
258,Customer_258,Lastname_258,customer258@example.com,Chicago,2022-09-18
259,Customer_259,Lastname_259,customer259@example.com,Los Angeles,2022-08-30
260,Customer_260,Lastname_260,customer260@example.com,Phoenix,2022-05-05
261,Customer_261,Lastname_261,customer261@example.com,Phoenix,2022-07-07
262,Customer_262,Lastname_262,customer262@example.com,Los Angeles,2022-01-22
263,Customer_263,Lastname_263,customer263@example.com,Houston,2022-03-26
264,Customer_264,Lastname_264,customer264@example.com,New York,2022-09-22
265,Customer_265,Lastname_265,customer265@example.com,New York,2022-12-11
266,Customer_266,Lastname_266,customer266@example.com,Los Angeles,2022-02-15
267,Customer_267,Lastname_267,customer267@example.com,Houston,2022-01-25
268,Customer_268,Lastname_268,customer268@example.com,Phoenix,2022-04-08
269,Customer_269,Lastname_269,customer269@example.com,Chicago,2022-06-06
270,Customer_270,Lastname_270,customer270@example.com,Houston,2022-12-16
271,Customer_271,Lastname_271,customer271@example.com,Los Angeles,2022-12-24
272,Customer_272,Lastname_272,customer272@example.com,Chicago,2022-03-03
273,Customer_273,Lastname_273,customer273@example.com,Houston,2022-09-03
274,Customer_274,Lastname_274,customer274@example.com,Los Angeles,2022-07-27
275,Customer_275,Lastname_275,customer275@example.com,Los Angeles,2022-11-14
276,Customer_276,Lastname_276,customer276@example.com,Chicago,2022-10-24
277,Customer_277,Lastname_277,customer277@example.com,Phoenix,2022-11-01
278,Customer_278,Lastname_278,customer278@example.com,Chicago,2022-12-30
279,Customer_279,Lastname_279,customer279@example.com,New York,2022-04-13
280,Customer_280,Lastname_280,customer280@example.com,Houston,2022-04-04
281,Customer_281,Lastname_281,customer281@example.com,Houston,2022-09-16
282,Customer_282,Lastname_282,customer282@example.com,Chicago,2022-10-22
283,Customer_283,Lastname_283,customer283@example.com,Los Angeles,2022-09-06
284,Customer_284,Lastname_284,customer284@example.com,New York,2022-03-11
285,Customer_285,Lastname_285,customer285@example.com,Houston,2022-04-24
286,Customer_286,Lastname_286,customer286@example.com,Chicago,2022-12-25
287,Customer_287,Lastname_287,customer287@example.com,Chicago,2022-05-10
288,Customer_288,Lastname_288,customer288@example.com,Los Angeles,2022-01-24
289,Customer_289,Lastname_289,customer289@example.com,New York,2022-02-03
290,Customer_290,Lastname_290,customer290@example.com,Los Angeles,2022-06-14
291,Customer_291,Lastname_291,customer291@example.com,New York,2022-03-10
292,Customer_292,Lastname_292,customer292@example.com,Los Angeles,2022-07-05
293,Customer_293,Lastname_293,customer293@example.com,Phoenix,2022-03-09
294,Customer_294,Lastname_294,customer294@example.com,Chicago,2022-05-29
295,Customer_295,Lastname_295,customer295@example.com,Los Angeles,2022-07-17
296,Customer_296,Lastname_296,customer296@example.com,Houston,2022-08-12
297,Customer_297,Lastname_297,customer297@example.com,New York,2022-12-25
298,Customer_298,Lastname_298,customer298@example.com,New York,2022-04-27
299,Customer_299,Lastname_299,customer299@example.com,Chicago,2022-02-13
300,Customer_300,Lastname_300,customer300@example.com,Houston,2022-07-02
301,Customer_301,Lastname_301,customer301@example.com,Chicago,2022-10-17
302,Customer_302,Lastname_302,customer302@example.com,New York,2022-10-29
303,Customer_303,Lastname_303,customer303@example.com,Phoenix,2022-04-30
304,Customer_304,Lastname_304,customer304@example.com,Los Angeles,2022-09-15
305,Customer_305,Lastname_305,customer305@example.com,Chicago,2022-10-01
306,Customer_306,Lastname_306,customer306@example.com,Chicago,2022-12-19
307,Customer_307,Lastname_307,customer307@example.com,Houston,2022-10-24
308,Customer_308,Lastname_308,customer308@example.com,Los Angeles,2022-04-01
309,Customer_309,Lastname_309,customer309@example.com,Houston,2022-05-24
310,Customer_310,Lastname_310,customer310@example.com,Phoenix,2022-09-23
311,Customer_311,Lastname_311,customer311@example.com,Phoenix,2022-02-22
312,Customer_312,Lastname_312,customer312@example.com,Houston,2022-04-02
313,Customer_313,Lastname_313,customer313@example.com,Los Angeles,2022-04-05
314,Customer_314,Lastname_314,customer314@example.com,Los Angeles,2022-07-28
315,Customer_315,Lastname_315,customer315@example.com,Chicago,2022-04-18
316,Customer_316,Lastname_316,customer316@example.com,Chicago,2022-05-12
317,Customer_317,Lastname_317,customer317@example.com,Houston,2022-07-16
318,Customer_318,Lastname_318,customer318@example.com,New York,2022-06-13
319,Customer_319,Lastname_319,customer319@example.com,Los Angeles,2022-05-18
320,Customer_320,Lastname_320,customer320@example.com,Los Angeles,2022-05-06
321,Customer_321,Lastname_321,customer321@example.com,New York,2022-06-20
322,Customer_322,Lastname_322,customer322@example.com,Chicago,2022-06-25
323,Customer_323,Lastname_323,customer323@example.com,Los Angeles,2022-02-09
324,Customer_324,Lastname_324,customer324@example.com,New York,2022-03-09
325,Customer_325,Lastname_325,customer325@example.com,Phoenix,2022-09-20
326,Customer_326,Lastname_326,customer326@example.com,Houston,2022-06-17
327,Customer_327,Lastname_327,customer327@example.com,Los Angeles,2022-03-10
328,Customer_328,Lastname_328,customer328@example.com,New York,2022-04-21
329,Customer_329,Lastname_329,customer329@example.com,New York,2022-04-17
330,Customer_330,Lastname_330,customer330@example.com,Chicago,2022-11-22
331,Customer_331,Lastname_331,customer331@example.com,Los Angeles,2022-02-15
332,Customer_332,Lastname_332,customer332@example.com,Houston,2022-08-27
333,Customer_333,Lastname_333,customer333@example.com,New York,2022-09-02
334,Customer_334,Lastname_334,customer334@example.com,Chicago,2022-03-30
335,Customer_335,Lastname_335,customer335@example.com,Los Angeles,2022-11-27
336,Customer_336,Lastname_336,customer336@example.com,Phoenix,2022-03-20
337,Customer_337,Lastname_337,customer337@example.com,Phoenix,2022-09-05
338,Customer_338,Lastname_338,customer338@example.com,Phoenix,2022-10-09
339,Customer_339,Lastname_339,customer339@example.com,Houston,2022-08-15
340,Customer_340,Lastname_340,customer340@example.com,Chicago,2022-08-24
341,Customer_341,Lastname_341,customer341@example.com,Los Angeles,2022-06-11
342,Customer_342,Lastname_342,customer342@example.com,Phoenix,2022-02-27
343,Customer_343,Lastname_343,customer343@example.com,Phoenix,2022-05-15
344,Customer_344,Lastname_344,customer344@example.com,Phoenix,2022-02-15
345,Customer_345,Lastname_345,customer345@example.com,Houston,2022-12-11
346,Customer_346,Lastname_346,customer346@example.com,Houston,2022-06-20
347,Customer_347,Lastname_347,customer347@example.com,Phoenix,2022-06-07
348,Customer_348,Lastname_348,customer348@example.com,Houston,2022-07-31
349,Customer_349,Lastname_349,customer349@example.com,New York,2022-12-01
350,Customer_350,Lastname_350,customer350@example.com,Phoenix,2022-06-19
351,Customer_351,Lastname_351,customer351@example.com,Los Angeles,2022-02-21
352,Customer_352,Lastname_352,customer352@example.com,Houston,2022-04-09
353,Customer_353,Lastname_353,customer353@example.com,Chicago,2022-08-06
354,Customer_354,Lastname_354,customer354@example.com,Chicago,2022-09-20
355,Customer_355,Lastname_355,customer355@example.com,Chicago,2022-08-07
356,Customer_356,Lastname_356,customer356@example.com,New York,2022-10-13
357,Customer_357,Lastname_357,customer357@example.com,New York,2022-05-20
358,Customer_358,Lastname_358,customer358@example.com,Houston,2022-07-04
359,Customer_359,Lastname_359,customer359@example.com,Los Angeles,2022-12-31
360,Customer_360,Lastname_360,customer360@example.com,Chicago,2022-01-13
361,Customer_361,Lastname_361,customer361@example.com,Los Angeles,2022-04-01
362,Customer_362,Lastname_362,customer362@example.com,New York,2022-04-29
363,Customer_363,Lastname_363,customer363@example.com,New York,2022-09-06
364,Customer_364,Lastname_364,customer364@example.com,Chicago,2022-11-07
365,Customer_365,Lastname_365,customer365@example.com,Chicago,2022-09-17
366,Customer_366,Lastname_366,customer366@example.com,Phoenix,2022-11-11
367,Customer_367,Lastname_367,customer367@example.com,Chicago,2022-12-01
368,Customer_368,Lastname_368,customer368@example.com,New York,2022-11-27
369,Customer_369,Lastname_369,customer369@example.com,Chicago,2022-01-03
370,Customer_370,Lastname_370,customer370@example.com,Phoenix,2022-05-26
371,Customer_371,Lastname_371,customer371@example.com,New York,2022-05-17
372,Customer_372,Lastname_372,customer372@example.com,Phoenix,2022-07-18
373,Customer_373,Lastname_373,customer373@example.com,New York,2022-06-28
374,Customer_374,Lastname_374,customer374@example.com,Los Angeles,2022-10-12
375,Customer_375,Lastname_375,customer375@example.com,Houston,2022-02-24
376,Customer_376,Lastname_376,customer376@example.com,Los Angeles,2022-12-03
377,Customer_377,Lastname_377,customer377@example.com,Chicago,2022-05-25
378,Customer_378,Lastname_378,customer378@example.com,Chicago,2022-09-08
379,Customer_379,Lastname_379,customer379@example.com,Chicago,2022-04-17
380,Customer_380,Lastname_380,customer380@example.com,Los Angeles,2022-01-21
381,Customer_381,Lastname_381,customer381@example.com,Chicago,2022-04-25
382,Customer_382,Lastname_382,customer382@example.com,Phoenix,2022-04-25
383,Customer_383,Lastname_383,customer383@example.com,Chicago,2022-03-07
384,Customer_384,Lastname_384,customer384@example.com,New York,2022-01-12
385,Customer_385,Lastname_385,customer385@example.com,Houston,2022-03-20
386,Customer_386,Lastname_386,customer386@example.com,Houston,2022-06-03
387,Customer_387,Lastname_387,customer387@example.com,Los Angeles,2022-11-08
388,Customer_388,Lastname_388,customer388@example.com,Phoenix,2022-07-14
389,Customer_389,Lastname_389,customer389@example.com,Houston,2022-08-05
390,Customer_390,Lastname_390,customer390@example.com,Chicago,2022-08-06
391,Customer_391,Lastname_391,customer391@example.com,New York,2022-11-29
392,Customer_392,Lastname_392,customer392@example.com,Los Angeles,2022-06-11
393,Customer_393,Lastname_393,customer393@example.com,Chicago,2022-06-17
394,Customer_394,Lastname_394,customer394@example.com,Houston,2022-11-23
395,Customer_395,Lastname_395,customer395@example.com,Houston,2022-12-04
396,Customer_396,Lastname_396,customer396@example.com,Los Angeles,2022-01-21
397,Customer_397,Lastname_397,customer397@example.com,Los Angeles,2022-10-31
